hadith_id,book_id,chapter_id,book_name_en,chapter_name_en,hadith_number,en_translation,arabic_text
4227,1,1,Sahih al-Bukhari,Revelation,4227,,عن أبي قتادة الحارث بن رِبْعِيِّ رضي الله عنه عن رسول الله صلى الله عليه وسلم : أَنَّهُ قامَ فيهم، فذكرَ لهم أَنَّ الجهادَ في سبيلِ اللهِ، والإيمانَ باللهِ أفضلُ الأعمالِ، فقامَ رَجُلٌ، فقال: يا رسولَ اللهِ، أرأيتَ إن قُتِلْتُ في سبيلِ اللهِ، تُكَفَّرُ عَنِّي خَطَايَايَ؟ فقالَ له رسولُ اللهِ صلى الله عليه وسلم : «نعم، إنْ قُتِلْتَ في سبيلِ اللهِ، وأنتَ صَابِرٌ مُحْتَسِبٌ، مُقْبِلٌ غَيْرُ مُدْبِرٍ». ثم قال رسولُ اللهِ صلى الله عليه وسلم : «كَيْفَ قُلْتَ؟» قال: أَرَأَيتَ إنْ قُتِلْتُ في سَبِيلِ اللهِ، أَتُكَفَّرُ عَنِّي خَطَايَايَ؟ فقالَ له رسولُ اللهِ صلى الله عليه وسلم : «نعم، وأنتَ صَابِرٌ مُحْتَسِبٌ، مُقْبِلٌ غَيْرُ مُدْبِرٍ، إلا الدَّيْنَ؛ فَإنَّ جِبْرِيلَ -عليه السلام- قالَ لِي ذَلِكَ».
4228,1,1,Sahih al-Bukhari,Revelation,4228,,عن أم المؤمنين عائشة رضي الله عنها قالت: إِنْ كَانَ رسولُ اللهِ صلى الله عليه وسلم لَيَدَعُ العَمَلَ، وهو يُحِبُّ أَنْ يَعْمَلَ بِهِ؛ خَشْيَةَ أَنْ يَعْمَلَ بِهِ النَّاسُ فَيُفْرَضَ عَلَيْهِمْ.
4230,1,1,Sahih al-Bukhari,Revelation,4230,,عن جابر بن عبد الله رضي الله عنهما أَنَّ رسولَ اللهِ صلى الله عليه وسلم دَخَلَ على رجلٍ مِنَ الأَنْصَارِ، ومعه صاحبٌ له، فقال رسولُ اللهِ صلى الله عليه وسلم : «إِنْ كان عِنْدَكَ مَاءٌ بَاتَ هذه الليلةَ في شَنَّةٍ وإِلَّا كَرَعْنَا».
4231,1,1,Sahih al-Bukhari,Revelation,4231,,عن جابر رضي الله عنه أن النبي صلى الله عليه وسلم اشْتَرَى منه بَعِيراً، فَوَزَنَ له فَأرْجَح.
4232,1,1,Sahih al-Bukhari,Revelation,4232,,عن حذيفة -رضي الله عنه - قال: أُتَي الله تعالى بِعبْد من عِباده آتاه الله مالاً، فقال له: ماذا عَمِلْت في الدنيا؟ -قال: «ولَا يَكْتُمُونَ اللهَ حَدِيثًا»- قال: يا رَبِّ آتَيْتَنِي مَالَك، فكُنت أُبَايعُ الناس، وكان من خُلُقِي الجَوَاز، فكُنت أَتَيَسَّرُ على المُوسِرِ، وأنْظِر المُعْسِر. فقال الله تعالى : «أنا أحَقُّ بِذَا مِنك تَجَاوزُوا عن عَبْدِي» فقال عُقْبَة بن عَامر، وأبو مسعود الأنصاري رضي الله عنهما : هكذا سَمِعْنَاه من فِيِّ رسول الله صلى الله عليه وسلم .
4234,1,1,Sahih al-Bukhari,Revelation,4234,,عن عبد الله بن عتبة بن مسعود، قال: سمعت عمر بن الخطاب رضي الله عنه يقول: إن ناسا كانوا يُؤْخَذُونَ بالوحي في عهد رسول الله صلى الله عليه وسلم وإن الوحي قد انقطع، وإنما نأخذكم الآن بما ظهر لنا من أعمالكم، فمن أظهر لنا خيرًا أَمَّنَّاهُ وقَرَّبْنَاهُ، وليس لنا من سريرته شيء، الله يحاسبه في سريرته، ومن أظهر لنا سوءًا لم نأمنه ولم نصدقه وإن قال: إن سريرته حسنة.
4235,1,1,Sahih al-Bukhari,Revelation,4235,,عن أبي موسى الأشعري رضي الله عنه قال: احْتَرَقَ بَيْتٌ بالمَدِينَةِ عَلَى أهْلِهِ مِنَ اللَّيْلِ، فَلَمَّا حُدِّثَ رَسُولُ اللهِ صلى الله عليه وسلم بِشَأنِهِم، قالَ: «إنَّ هذه النارَ عَدُوٌّ لَكُمْ، فَإِذَا نِمْتُم، فَأَطْفِئُوهَا عَنْكُمْ».
4237,1,1,Sahih al-Bukhari,Revelation,4237,,"عن عمر بن الخطاب رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم :""لا تلبسوا الحرير فإن من لبسه في الدنيا لم يلبسه في الآخرة"".
وفي رواية: «إِنَّمَا يَلْبَسُ الحَرِيرَ مَنْ لا خَلَاقَ له».
وفي رواية للبخاري: «مَنْ لا خَلَاقَ له في الآخرةِ»."
4238,1,1,Sahih al-Bukhari,Revelation,4238,,"عن عمر بن الخطاب رضي الله عنه مرفوعاً: لما كان يوم خيبر أقبل نَفَرٌ من أصحاب النبي -صلى الله عليه و سلم- فقالوا: فلان شهيد وفلان شهيد. حتى مَرُّوا على رجل فقالوا: فلان شهيد. فقال النبي صلى الله عليه وسلم : ""كلا إني رَأَيْتُهُ في النار في بُرْدَةٍ غَلَّهَا أو عباءة""."
4245,1,1,Sahih al-Bukhari,Revelation,4245,,عن أبي مسعود عقبة بن عمرو الأنصاري البدري رضي الله عنه قال: لما نزلت آية الصدقة كنَّا نُحَامِلُ على ظُهُورِنَا، فجاء رجل فتصدق بشيء كثير، فقالوا: مُراءٍ، وجاء رجل آخر فتصدق بصاع، فقالوا: إن الله لَغَنيٌّ عن صاع هذا!؛ فنزلت: (الذين يلمزون المطوعين من المؤمنين في الصدقات والذين لا يجدون إلا جهدهم).
4246,1,1,Sahih al-Bukhari,Revelation,4246,,عن أبي عبد الله خباب بن الأرت رضي الله عنه قال: شكونا إلى رسول الله صلى الله عليه وسلم وهو مُتَوَسِّدٌ بُرْدَةً له في ظِلِّ الكعبة، فقلنا أَلاَ تَسْتَنْصِرُ لنا، ألا تدعو الله لنا؟ فقال: «قد كان من قبلكم يُؤخذ الرجل فيُحفر له في الأرض، فيُجعل فيها، ثمَّ يُؤتى بالمِنْشَارِ فيوضع على رأسه فيُجعل نصفين، ويُمشط بأمشاطِ الحديد ما دون لحمه وعظمه، ما يَصُدُّهُ ذلك عن دينه، والله لَيُتِمَّنَّ الله هذا الأمر حتى يسير الراكب من صنعاء إلى حضرموت لا يخاف إلا الله والذئب على غَنَمِه، ولكنكم تستعجلون». وفي رواية: «هو مُتَوَسِّدٌ بُرْدَةً، وقد لقينا من المشركين شدة».
4247,1,1,Sahih al-Bukhari,Revelation,4247,,عن عائشة رضي الله عنها أن النبي صلى الله عليه وسلم كان يَنَام أول اللَّيل، ويقوم آخره فَيُصلِّي.
4248,1,1,Sahih al-Bukhari,Revelation,4248,,عن أنس بن مالك رضي الله عنه مرفوعاً: «يُؤتى بأنعم أهل الدنيا من أهل النار يوم القيامة، فَيُصْبَغُ في النار صَبْغَةً، ثم يقال: يا ابن آدم، هل رأيت خيرًا قطُّ؟ هل مَرَّ بك نَعِيمٌ قطُّ؟ فيقول: لا والله يا رب، وَيُؤْتَى بأشدِّ الناس بُؤسًا في الدنيا من أهل الجَنَّة، فَيُصْبَغُ صَبْغَةً في الجنَّة، فيقال له: يا ابن آدم، هل رأيت بُؤسًا قط؟ هل مَرَّ بك شِدَّةٌ قط؟ فيقول: لا والله، ما مَرَّ بي بُؤْسٌ قطٌّ، ولا رأيت شِدةً قَطُّ».
4249,1,1,Sahih al-Bukhari,Revelation,4249,,عن أبي قتادة وأنس بن مالك رضي الله عنهما مرفوعاً: «إني لأقوم إلى الصلاة، وأريد أن أُطَوِّلَ فيها، فأسمع بكاء الصبي فأَتَجَوَّزُ في صلاتي كراهيةَ أن أَشُقَّ على أمه».
4250,1,1,Sahih al-Bukhari,Revelation,4250,,عن عائشة رضي الله عنها قالت: يا رسولَ اللهِ، إِنَّ لِي جَارَيْنِ، فإلى أَيِّهِمَا أُهْدِي؟ قال: «إلى أَقْرَبِهِمَا مِنْكِ بَابًا».
4251,1,1,Sahih al-Bukhari,Revelation,4251,,عن عائشة رضي الله عنها قالت: قَدِمَ نَاسٌ مِنَ الأَعْرَابِ عَلَى رَسُولِ اللهِ صلى الله عليه وسلم فقالوا: أَتُقَبِّلُونَ صِبْيَانَكُمْ؟ فقال: «نعم» قالوا: لَكِنَّا واللهِ ما نُقَبِّلُ! فقال رسولُ اللهِ صلى الله عليه وسلم : «أَوَ أَمْلِكُ إن كانَ اللهُ نَزَعَ مِنْ قُلُوبِكُم الرَّحْمَةَ!».
4252,1,1,Sahih al-Bukhari,Revelation,4252,,عن أبي هريرة رضي الله عنه قال: جاء رجل إلى النبي صلى الله عليه وسلم فقال: يا رسول الله، أي الصدقة أعظم أجرًا؟ قال: «أن تَصَدَّقَ وأنت صحيحٌ شَحِيحٌ، تخشى الفقر وتَأَمَلُ الغِنى، ولا تُمْهِلْ حتى إذا بلغتِ الحُلْقُومَ قلت: لفلان كذا ولفلان كذا، وقد كان لفلان».
4290,1,1,Sahih al-Bukhari,Revelation,4290,,عن أنس بن مالك رضي الله عنه قال: كان أبو طلحة رضي الله عنه أكثر الأنصار بالمدينة مالا من نخل، وكان أحب أمواله إليه بَيْرَحَاء، وكانت مُسْتَقبِلَةَ المسجد وكان رسول الله صلى الله عليه وسلم يدخلها ويشرب من ماء فيها طيب. قال أنس: فلما نزلت هذه الآية: {لن تنالوا البر حتى تُنِفُقوا مما تُحبون} قام أبو طلحة إلى رسول الله صلى الله عليه وسلم فقال: يا رسول الله، إن الله تعالى أنزل عليك: {لن تنالوا البر حتى تنفقوا مما تحبون} وإن أحب مالي إلي بَيْرَحَاء، وإنها صدقة لله تعالى ، أرجو بِرَّهَا وذُخْرَهَا عند الله تعالى ، فَضَعْهَا يا رسول الله حيث أَرَاكَ الله، فقال رسول الله صلى الله عليه وسلم : «بَخٍ ذلك مال رَابِحٌ، ذلك مال رابح، وقد سمعتُ ما قلتَ، وإني أرى أن تجعلها في الأقربين»، فقال أبو طلحة: أفعل يا رسول الله، فقسمها أبو طلحة في أقاربه، وبني عمه.
4291,1,1,Sahih al-Bukhari,Revelation,4291,,"عن أبي هريرة رضي الله عنه قال: سمعت رسول الله صلى الله عليه وسلم يقول: «جَعَلَ اللهُ الرحمةَ مائة جُزْءٍ، فَأَمْسَكَ عِنْدَهُ تِسْعَةً وَتِسْعِينَ، وأَنْزَلَ في الأَرْضِ جُزْءًا وَاحِدًا، فَمِنْ ذَلِكَ الجُزْءِ يَتَرَاحَمُ الخَلَائِقُ، حتى تَرْفَعَ الدَّابَّةُ حَافِرَهَا عَنْ وَلَدِهَا خَشْيَةَ أَنْ تُصِيبَهُ». 
وفي رواية «إِنَّ للهِ تعالى مئةُ رحمةٍ، أَنْزَلَ منها رحمةً واحدةً بَيْنَ الجِنِّ والإنسِ والبَهَائِمِ والهَوَامِّ، فَبِهَا يَتَعَاطَفُونَ، وبها يَتَرَاحَمُونَ، وبِهَا تَعْطِفُ الوَحْشُ على وَلَدِهَا، وأَخَّرَ اللهُ تعالى تِسْعًا وتِسْعِينَ رحمةً يَرْحَمُ بِهَا عِبَادَهُ يومَ القِيَامَةِ».
وعن سلمان الفارسي رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : «إِنَّ للهِ تعالى مئةُ رحمةٍ فمنها رحمةٌ يَتَرَاحَمُ بها الخَلْقُ بَيْنَهُمْ، وتِسْعٌ وتِسْعُونَ لِيَومِ القِيَامَةِ». 
وفي رواية: «إِنَّ اللهَ تَعَالَى خَلَقَ يَوْمَ خَلَقَ السَّمَاوَاتِ والأَرْضَ مئةَ رحمةٍ كُلُّ رحمةٍ طِبَاقَ مَا بَيْنَ السَّمَاءِ إلى الأَرْضِ، فَجَعَلَ منها في الأَرْضِ رَحْمَةً فبها تَعْطِفُ الوَالِدَةُ على وَلَدِهَا، والوَحْشُ والطَّيْرُ بَعْضُهَا عَلَى بَعْضٍ، فإذا كانَ يومُ القيامةِ أَكْمَلَهَا بِهَذِه الرحمةِ»."
4293,1,1,Sahih al-Bukhari,Revelation,4293,,عن عائشةَ رضي الله عنها قالت: خَرَجَ رسولُ اللهِ صلى الله عليه وسلم ذَاتَ غَدَاةٍ، وعليه مِرْطٌ مُرَحَّلٌ مِنْ شَعْرٍ أَسْوَدَ.
4294,1,1,Sahih al-Bukhari,Revelation,4294,,عن أبي مسعود البدري رضي الله عنه قال: دَعَا رَجُلٌ النبيَّ صلى الله عليه وسلم لِطَعَامٍ صَنَعَهُ له خَامِسَ خَمْسَةٍ، فَتَبِعَهُمْ رجلٌ، فلَمَّا بَلَغَ البابَ، قال النبيُّ صلى الله عليه وسلم : «إِنَّ هذا تَبِعَنَا، فَإِنْ شِئْتَ أَنْ تَأْذَنَ له، وإِنْ شِئْتَ رَجَعَ» قال: بَلْ آذَنُ له يا رسولَ اللهِ.
4296,1,1,Sahih al-Bukhari,Revelation,4296,,عن أنسٍ رضي الله عنه قال: رَأَيْتُ رسولَ اللهِ صلى الله عليه وسلم جَالِسًا مُقْعِيًا يَأْكُلُ تَمْرًا.
4297,1,1,Sahih al-Bukhari,Revelation,4297,,عن أبي رمثة التيمي رضي الله عنه قال: رأيتُ رسولَ اللهِ صلى الله عليه وسلم وعليه ثَوْبَانِ أَخْضَرَانِ.
4298,1,1,Sahih al-Bukhari,Revelation,4298,,عن كعب بن مالك رضي الله عنه قال: رأيتُ رسولَ اللهِ صلى الله عليه وسلم يأكلُ بثلاثِ أَصَابِعَ، فإذا فَرَغَ لَعِقَهَا.
4299,1,1,Sahih al-Bukhari,Revelation,4299,,عن أبي قتادة الأنصاري وابن أبي أوفى رضي الله عنهما مرفوعاً: «سَاقِي القَوْمِ آخِرُهُمْ شُرْبًا».
4300,1,1,Sahih al-Bukhari,Revelation,4300,,"عن ابن عباس رضي الله عنهما قال: سَقَيْتُ النبيَّ صلى الله عليه وسلم مِنْ زَمْزَمَ، فَشَرِبَ وهو قَائِمٌ.
عن النَّزَّالِ بنِ سَبْرَةَ رضي الله عنه قال: أَتَى عَلِيٌّ رضي الله عنه بَابَ الرَّحَبَةِ، فَشَرِبَ قَائِمًا، وقال: إِنِّي رأيتُ رسولَ اللهِ صلى الله عليه وسلم فَعَلَ كَمَا رَأَيْتُمُونِي فَعَلْتُ.
عن عمرو بن شُعّيْبٍ، عن أبيه، عن جَدِّهِ رضي الله عنه قال: رأيتُ رسولَ اللهِ صلى الله عليه وسلم يَشْرَبُ قَائِمًا وقَاعِدًا."
4301,1,1,Sahih al-Bukhari,Revelation,4301,,عن أم ثابتٍ كَبْشَةَ بنتِ ثابتٍ أُخْتِ حَسَّانَ بنِ ثابتٍ رضي الله عنهما ، قالت: دَخَلَ عَلَيَّ رسولُ اللهِ صلى الله عليه وسلم فَشَرِبَ مِنْ فِي قِرْبَةٍ مُعَلَّقَةٍ قائمًا، فقُمتُ إلى فِيها فَقَطَعْتُهُ.
4302,1,1,Sahih al-Bukhari,Revelation,4302,,عن أبي ذر و معاذ بن جبل رضي الله عنهما عن النبي صلى الله عليه وسلم قال: «اتق الله حيثما كنت، وأَتْبِع السيئةَ الحسنةَ تمحها، وخالقِ الناسَ بخلقٍ حسنٍ».
4310,1,1,Sahih al-Bukhari,Revelation,4310,,"عن أبي سعيد الخدري رضي الله عنه أن نبي الله صلى الله عليه وسلم قال: «كان فيمن كان قبلكم رجل قتل تسعة وتسعين نفسًا، فسأل عن أعلم أهل الأرض، فَدُلَّ على راهب، فأتاه فقال: إنه قتل تسعة وتسعين نفسا فهل له من توبة؟ فقال: لا، فقتله فكمَّل به مئة، ثم سأل عن أعلم أهل الأرض، فَدُلَّ على رجل عالم، فقال: إنه قتل مائة نفس فهل له من توبة؟ فقال: نعم، ومَنْ يَحُولُ بينه وبين التوبة؟ انْطَلِقْ إلى أرض كذا وكذا فإن بها أناسا يعبدون الله تعالى فاعبد الله معهم، ولا ترجع إلى أرضك فإنها أرض سوء، فانطلق حتى إذا نَصَفَ الطريقَ أتاه الموت، فاختصمت فيه ملائكة الرحمة وملائكة العذاب، فقالت ملائكة الرحمة: جاء تائبا، مُقْبِلا بقلبه إلى الله تعالى ، وقالت ملائكة العذاب: إنه لم يعمل خيرا قط، فأتاهم ملك في صورة آدمي فجعلوه بينهم -أي حكمًا- فقال: قِيسُوا ما بين الأرضين فإلى أَيَّتِهِمَا كان أدنى فهو له، فقاسوا فوجدوه أدنى إلى الأرض التي أراد، فقبضته ملائكة الرحمة». 
وفي رواية في الصحيح: «فكان إلى القرية الصالحة أقرب بشبر فجعل من أهلها».
وفي رواية في الصحيح: «فأوحى الله تعالى إلى هذه أن تَبَاعَدِي، وإلى هذه أن تَقَرَّبِي، وقال: قيسوا ما بينهما، فوجدوه إلى هذه أقرب بشبر فغُفِرَ له». 
وفي رواية: «فَنَأَى بصدره نحوها»."
4313,1,1,Sahih al-Bukhari,Revelation,4313,,"عن أنس بن مالك رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : «للَّهُ أَفْرَحُ بِتَوْبَةِ عَبْدِهِ مِنْ أَحَدِكُمْ، سَقَطَ عَلَى بَعِيرِهِ، وَقَدْ أَضَلَّهُ فِي أَرْضِ فَلاَةٍ».
وفي رواية: «لَلَّهُ أَشَدُّ فَرَحًا بِتَوْبَةِ عَبْدِهِ حِينَ يَتُوبُ إِلَيْهِ، مِنْ أَحَدِكُمْ كَانَ عَلَى رَاحِلَتِهِ بِأَرْضِ فَلَاةٍ، فَانْفَلَتَتْ مِنْهُ وَعَلَيْهَا طَعَامُهُ وَشَرَابُهُ، فَأَيِسَ مِنْهَا، فَأَتَى شَجَرَةً، فَاضْطَجَعَ فِي ظِلِّهَا، وقَدْ أَيِسَ مِنْ رَاحِلَتِهِ، فَبَيْنَا هُوَ كَذَلِكَ إِذَا هُوَ بِهَا، قَائِمَةً عِنْدَهُ، فَأَخَذَ بِخِطَامِهَا، ثُمَّ قَالَ مِنْ شِدَّةِ الْفَرَحِ: اللهُمَّ أَنْتَ عَبْدِي وَأَنَا رَبُّكَ! أَخْطَأَ مِنْ شِدَّةِ الْفَرَح»."
4315,1,1,Sahih al-Bukhari,Revelation,4315,,عن عبد الله بن عمر رضي الله عنهما عن النبي صلى الله عليه وسلم قال: «إن الله عز وجل يقبل تَوْبَةَ العَبْدِ ما لم يُغَرْغِرْ».
4439,1,1,Sahih al-Bukhari,Revelation,4439,,"عن أنس بن مالك رضي الله عنه قال: كنَّا مع النبي صلى الله عليه وسلم في السفر فمنَّا الصائم، وَمِنَّا المُفطر، قال: فنزلنا مَنْزِلًا فِي يوم حارٍّ، وأكثرنا ظِلًّا صاحب الْكِسَاءِ، وَمِنَّا من يَتَّقِي الشمس بيده، قال: فَسقط الصُّوَّامُ، وقام المُفْطِرُونَ فَضربوا الْأَبْنِيَةِ، وَسَقَوْا الرِّكَاب، فقال رسول الله صلى الله عليه وسلم : ""ذهب المُفْطِرُونَ اليوم بالأجر""."
4440,1,1,Sahih al-Bukhari,Revelation,4440,,عن أنس بن مالك رضي الله عنه : «أن رسول الله صلى الله عليه وسلم دخل مكة عام الفَتح، وعلى رأسه المِغْفَرُ، فلما نَزعه جاءه رجل فقال: ابن خَطَلٍ متعَلِّقٌ بأستار الكعبة، فقال: اقْتُلُوهُ».
4448,1,1,Sahih al-Bukhari,Revelation,4448,,عن عبد الرحمن بن يزيد النَّخَعِي: «أنه حج مع ابن مسعود فرآه يَرمي الجَمْرَةَ الكبرى بسبع حصَيات، فجعل البيت عن يساره، ومِنى عن يمينه، ثم قال: هذا مَقَامُ الذي أُنْزِلَتْ عليه سورة البقرة صلى الله عليه وسلم ».
4449,1,1,Sahih al-Bukhari,Revelation,4449,,عن أبي هريرة رضي الله عنه قال: سمعت رسول الله صلى الله عليه وسلم يقول: «لا يَصُومَنَّ أحدكم يوم الجمعة، إلا أن يصومَ يومًا قبله أو بعده».
4458,1,1,Sahih al-Bukhari,Revelation,4458,,"عن عبد الله بن زيد بن عاصم قال: «لما أفَاء الله على رسوله يوم حُنَيْنٍ؛ قَسَم في الناس، وفي المُؤَلَّفَةِ قلوبهم، ولم يعطِ الأنصار شيئا. فكأنهم وجدوا في أنفسهم؛ إذ لم يُصِبْهُمْ ما أصاب الناس. 
فخطبهم؛ فقال: يا معشر الأنصار، ألم أجدكم ضُلاَّلاً فهداكم الله بي؟ وكنتم متفرقين فَأَلَّفَكُمُ الله بي؟ وَعَالَةً فأغناكم الله بي؟ كلما قال شيئًا؛ قالوا: اللهُ ورسولُه أمَنُّ. قال: ما يمنعكم أن تجيبوا رسول الله؟ قالوا: الله ورسوله أمَنُّ. قال: لو شِئْتُمْ لقلتم: جئتنا كذا وكذا. أَلَا تَرْضَوْنَ أن يذهب الناس بالشاة والبعير، وتذهبون برسول الله إلى رحَالِكُم؟ لولا الهجرة لكنت امْرَأً من الأنصار، ولو سلك الناس واديًا أو شِعْبًا، لَسَلَكْتُ وادي الأنصار وَشِعْبَهَا. الأنصار شِعَارٌ، والناس دِثَارٌ، إنكم ستلقون بعدي أَثَرَةً ، فاصبروا حتى تلقوني على الحوض»."
